"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2008-08-15","85.0","-2.22","5.44","Chad Billingsley",137002,451532,"home_run","hit_into_play_score",,,,,"5","Gabe Kapler homers (7) on a fly ball to left field.   Rickie Weeks scores.  ","R","R","R","LAD","MIL","X","null","fly_ball",2,1,2008,"-0.23","0.58","0.13","2.81","null","null",430001,1,1,"Top","50.20","50.20",,,"null",,"080815_194620",5.967,-123.616,-0.702,-1.069,23.881,-28.011,"3.59","1.71","null","null","null","null","null","null",235586,451532,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",3,"4","Cutter",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-08-15","89.2","1.99","5.83","Dallas Braden",150229,460284,"home_run","hit_into_play_score",,,,,"5","A.  J.   Pierzynski homers (11) on a fly ball to right field.  ","R","L","L","OAK","CWS","X","null","fly_ball",0,0,2008,"0.36","1.54","0.08","2.38","null","null","null",1,1,"Top","210.84","56.22",,,"null",,"080815_190806",-6.063,-129.674,-5.582,5.995,29.276,-16.349,"3.34","1.56","null","null","null","null","null","null",235582,460284,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-08-14","94.5","-1.69","5.93","Santiago Casilla",150289,433586,"home_run","hit_into_play_score",,,,,"2","Carlos Pena homers (23) on a fly ball to right field.  ","R","L","R","OAK","TB","X","null","fly_ball",0,0,2008,"-1.12","1.62","0.01","3.11","null","null","null",0,12,"Top","236.95","70.28",,,"null",,"080814_164022",7.135,-137.351,-5.27,-13.75,28.252,-12.989,"3.38","1.50","null","null","null","null","null","null",235576,433586,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",97,"1","4-Seam Fastball",5,5,5,5,5,5,5,5,"null","null"
"FT","2008-08-14","90.6","1.55","5.76","Alberto Castillo",429711,441368,"home_run","hit_into_play_score",,,,,"6","Franklin Gutierrez homers (6) on a fly ball to left center field.  ","R","R","L","CLE","BAL","X","null","fly_ball",2,1,2008,"0.86","0.56","0.30","2.61","null","null","null",0,9,"Bot","76.31","27.11",,,"null",,"080814_222943",-5.641,-131.837,-2.843,12.459,29.473,-27.754,"3.24","1.56","null","null","null","null","null","null",235567,441368,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",87,"4","2-Seam Fastball",3,11,3,11,11,3,3,11,"null","null"
"FF","2008-08-14","87.5","0.08","6.14","Trevor Hoffman",111904,116034,"home_run","hit_into_play_score",,,,,"5","Mike Cameron homers (20) on a fly ball to left field.  ","R","R","R","SD","MIL","X","null","fly_ball",1,0,2008,"-0.36","2.13","0.16","2.69","null","null","null",1,9,"Top","44.18","43.17",,,"null",,"080814_145621",0.742,-127.337,-6.54,-2.634,29.891,-10.383,"3.78","1.55","null","null","null","null","null","null",235571,116034,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",68,"2","4-Seam Fastball",3,1,1,3,1,3,1,3,"null","null"
"CH","2008-08-14","83.7","-2.35","5.48","Robinson Tejeda",346874,434565,"home_run","hit_into_play_score",,,,,"8","Juan Uribe homers (4) on a fly ball to left field.  ","R","R","R","CWS","KC","X","null","fly_ball",1,2,2008,"-0.42","0.55","0.22","2.20","null","null","null",2,6,"Bot","32.13","60.24",,,"null",,"080814_152914",6.803,-121.699,-1.891,-3.147,26.001,-28.491,"3.47","1.72","null","null","null","null","null","null",235570,434565,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",61,"4","Changeup",8,2,8,2,2,8,8,2,"null","null"
"FF","2008-08-14","91.3","-1.41","5.79","Bob Howry",425796,133982,"home_run","hit_into_play_score",,,,,"54","Jeff Francoeur homers (10) on a fly ball to left field.   Omar Infante scores.    Casey Kotchman scores.  ","R","R","R","ATL","CHC","X","null","fly_ball",0,0,2008,"-1.15","1.15","-1.21","2.43","null",408299,425773,1,7,"Bot","24.10","61.24",,,"null",,"080814_213350",3.035,-132.8,-5.008,-13.141,26.147,-20.204,"3.52","1.69","null","null","null","null","null","null",235568,133982,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",73,"1","4-Seam Fastball",4,11,4,11,11,4,4,11,"null","null"
"FS","2008-08-14","80.2","-1.50","5.39","Joel Peralta",493351,407908,"home_run","hit_into_play_score",,,,,"4","Alexei Ramirez homers (11) on a fly ball to left field.  ","R","R","R","CWS","KC","X","null","fly_ball",1,2,2008,"-0.74","0.69","-0.28","2.49","null","null","null",2,6,"Bot","55.22","41.16",,,"null",,"080814_152456",4.097,-116.748,-0.632,-5.958,25.417,-27.457,"3.38","1.50","null","null","null","null","null","null",235570,407908,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",60,"6","Split-Finger",7,2,7,2,2,7,7,2,"null","null"
"FT","2008-08-14","93.0","-0.69","6.60","Dan Haren",407812,429717,"home_run","hit_into_play_score",,,,,"38","Matt Holliday homers (23) on a line drive to center field.  ","R","R","R","COL","ARI","X","null","line_drive",2,0,2008,"-0.87","1.30","-0.03","1.72","null","null","null",0,8,"Bot","100.40","9.04",,,"null",,"080814_152142",3.613,-135.029,-9.65,-9.854,29.194,-17.914,"3.53","1.71","null","null","null","null","null","null",235566,429717,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",67,"3","2-Seam Fastball",1,6,1,6,6,1,1,6,"null","null"
"FF","2008-08-14","93.3","2.53","5.58","Alex Hinshaw",204020,450527,"home_run","hit_into_play_score",,,,,"24","Lance Berkman homers (25) on a fly ball to left field.   Miguel Tejada scores.  ","R","R","L","HOU","SF","X","null","fly_ball",0,1,2008,"0.88","1.87","-0.90","3.14","null","null",123173,0,8,"Bot","56.22","67.27",,,"null",,"080814_154627",-11.512,-135.388,-4.324,13.034,39.1,-11.179,"3.42","1.67","null","null","null","null","null","null",235574,450527,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",65,"2","4-Seam Fastball",4,4,4,4,4,4,4,4,"null","null"
"FF","2008-08-14","92.3","-1.59","5.62","Joel Peralta",117244,407908,"home_run","hit_into_play_score",,,,,"2","Paul Konerko homers (12) on a fly ball to left field.  ","R","R","R","CWS","KC","X","null","fly_ball",0,0,2008,"-0.92","1.79","0.01","3.11","null","null","null",2,6,"Bot","14.06","80.32",,,"null",,"080814_152125",6.129,-134.186,-4.279,-10.138,34.441,-12.247,"3.75","1.67","null","null","null","null","null","null",235570,407908,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",59,"1","4-Seam Fastball",6,2,6,2,2,6,6,2,"null","null"
"FS","2008-08-14","82.6","-1.54","5.35","Joel Peralta",123272,407908,"home_run","hit_into_play_score",,,,,"39","Jim Thome homers (25) on a fly ball to right center field.    Ken Griffey scores.    Carlos Quentin scores.  ","R","L","R","CWS","KC","X","null","fly_ball",3,1,2008,"-0.67","0.49","0.31","1.72","null",115135,435041,2,6,"Bot","208.84","32.13",,,"null",,"080814_152026",5.538,-120.098,-2.39,-5.568,25.649,-29.129,"3.51","1.75","null","null","null","null","null","null",235570,407908,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",58,"5","Split-Finger",3,2,3,2,2,3,3,2,"null","null"
"CH","2008-08-14","87.0","1.58","6.52","Scott Olsen",407886,435179,"home_run","hit_into_play_score",,,,,"38","Ryan Ludwick homers (30) on a line drive to left center field.   Cesar Izturis scores.  ","R","R","L","FLA","STL","X","null","line_drive",1,0,2008,"0.83","2.01","-0.09","1.76","null","null",285131,1,7,"Top","44.18","41.16",,,"null",,"080814_210308",-6.373,-126.224,-9.443,11.031,27.293,-11.81,"3.77","1.75","null","null","null","null","null","null",235575,435179,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",51,"2","Changeup",0,1,1,0,1,0,1,0,"null","null"
"FF","2008-08-14","90.4","-1.93","6.12","Brian Moehler",430930,119215,"home_run","hit_into_play_score",,,,,"8","Fred Lewis homers (9) on a fly ball to right center field.  ","R","L","R","HOU","SF","X","null","fly_ball",1,1,2008,"-0.65","2.35","0.22","2.11","null","null","null",0,6,"Top","169.68","37.15",,,"null",,"080814_144129",6.793,-131.241,-9.092,-6.435,32.061,-6.38,"3.62","1.78","null","null","null","null","null","null",235574,119215,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",43,"3","4-Seam Fastball",3,3,3,3,3,3,3,3,"null","null"
"FF","2008-08-14","91.6","-0.83","5.95","Brett Myers",461314,408206,"home_run","hit_into_play_score",,,,,"3","Matt Kemp homers (14) on a fly ball to right center field.  ","R","R","R","LAD","PHI","X","null","fly_ball",2,1,2008,"-0.60","1.61","0.46","3.06","null","null","null",0,6,"Bot","150.60","26.10",,,"null",,"080814_202926",4.55,-133.299,-4.848,-6.103,29.738,-14.457,"3.55","1.70","null","null","null","null","null","null",235573,408206,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",38,"4","4-Seam Fastball",1,0,1,0,0,1,1,0,"null","null"
"FF","2008-08-14","91.8","-1.24","5.71","Collin Balester",113232,444446,"home_run","hit_into_play_score",,,,,"26","Carlos Delgado homers (26) on a line drive to left field.  ","R","L","R","WSH","NYM","X","null","line_drive",0,1,2008,"-0.58","1.48","-0.86","2.52","null","null","null",0,6,"Top","26.10","69.28",,,"null",,"080814_202447",2.102,-133.568,-5.274,-5.788,31.728,-16.156,"3.52","1.71","null","null","null","null","null","null",235572,444446,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"2","4-Seam Fastball",0,4,4,0,4,0,4,0,"null","null"
"SI","2008-08-14","89.1","-2.83","5.85","Armando Galarraga",407489,451482,"home_run","hit_into_play_score",,,,,"2","Lyle Overbay homers (9) on a fly ball to right field.  ","R","L","R","DET","TOR","X","null","fly_ball",0,0,2008,"-1.16","1.14","-0.22","3.23","null","null","null",0,5,"Top","223.90","75.30",,,"null",,"080814_142019",9.184,-129.435,-2.683,-12.688,23.559,-20.827,"3.56","1.68","null","null","null","null","null","null",235578,451482,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",32,"1","Sinker",0,0,0,0,0,0,0,0,"null","null"
"null","2008-08-14","null","null","null","Ted Lilly",117276,150404,"home_run","hit_into_play_score",,,,,"null","Mark Kotsay homers (6) on a fly ball to right field.  ","R","L","L","ATL","CHC","X","null","fly_ball",1,1,2008,"null","null","null","null","null","null","null",0,4,"Bot","233.94","57.23",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",235568,150404,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",38,"3","null",2,7,2,7,7,2,2,7,"null","null"
"FF","2008-08-14","91.0","-1.15","5.71","Collin Balester",150411,444446,"home_run","hit_into_play_score",,,,,"1","Brian Schneider homers (3) on a fly ball to center field.   Fernando Tatis scores.  ","R","L","R","WSH","NYM","X","null","fly_ball",1,0,2008,"-0.60","1.78","-0.47","2.88","null",123107,"null",0,5,"Top","105.42","23.09",,,"null",,"080814_201038",2.87,-132.421,-4.901,-5.844,32.44,-12.796,"3.38","1.67","null","null","null","null","null","null",235572,444446,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",30,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"null","null"
"FF","2008-08-14","90.1","2.16","6.44","Glendon Rusch",429663,121556,"home_run","hit_into_play_score",,,,,"5","Chris Burke homers (1) on a fly ball to left field.  ","R","R","L","COL","ARI","X","null","fly_ball",3,1,2008,"0.60","1.15","-0.13","2.39","null","null","null",1,5,"Top","25.10","36.14",,,"null",,"080814_140416",-7.68,-130.902,-6.463,9.09,27.708,-20.585,"3.25","1.52","null","null","null","null","null","null",235566,121556,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",34,"5","4-Seam Fastball",1,2,2,1,2,1,2,1,"null","null"
"FF","2008-08-14","80.5","1.30","6.32","Tom Glavine",150093,114849,"home_run","hit_into_play_score",,,,,"22","Alfonso Soriano homers (22) on a fly ball to left field.   Ryan Theriot scores.  ","R","R","L","ATL","CHC","X","null","fly_ball",1,2,2008,"0.37","1.10","-0.55","2.63","null",444135,"null",1,4,"Top","29.12","38.15",,,"null",,"080814_200853",-5.382,-117.099,-3.559,5.009,20.228,-23.254,"3.32","1.59","null","null","null","null","null","null",235568,114849,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"4","4-Seam Fastball",2,5,5,2,5,2,5,2,"null","null"
"FF","2008-08-14","91.2","2.54","6.38","Glendon Rusch",430965,121556,"home_run","hit_into_play_score",,,,,"13","Chris Snyder homers (11) on a fly ball to left field.   Mark Reynolds scores.  ","R","R","L","COL","ARI","X","null","fly_ball",1,2,2008,"0.75","1.20","0.13","3.29",448602,"null","null",1,5,"Top","12.05","58.23",,,"null",,"080814_140228",-8.458,-132.499,-4.336,11.256,26.874,-19.692,"3.43","1.62","null","null","null","null","null","null",235566,121556,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",33,"4","4-Seam Fastball",1,0,0,1,0,1,0,1,"null","null"
"CH","2008-08-14","86.8","-2.00","5.98","Tommy Hunter",120074,488984,"home_run","hit_into_play_score",,,,,"2","David Ortiz homers (17) on a line drive to right field.    J.   Drew scores.    Dustin Pedroia scores.  ","R","L","R","BOS","TEX","X","null","line_drive",1,0,2008,"-0.98","1.15","-0.06","3.06",136770,456030,"null",2,2,"Bot","219.88","63.25",,,"null",,"080814_195529",6.756,-126.218,-2.862,-9.642,29.744,-21.598,"3.27","1.76","null","null","null","null","null","null",235577,488984,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",21,"2","Changeup",4,0,4,0,0,4,4,0,"null","null"
"CH","2008-08-14","75.1","1.11","6.39","Tom Glavine",133380,114849,"home_run","hit_into_play_score",,,,,"30","Aramis Ramirez homers (20) on a fly ball to center field.   Kosuke Fukudome scores.    Derrek Lee scores.  ","R","R","L","ATL","CHC","X","null","fly_ball",2,1,2008,"1.05","1.36","0.74","1.90","null",493120,117601,0,3,"Top","149.60","17.07",,,"null",,"080814_195155",-3.172,-109.274,-4.511,10.293,19.25,-22.285,"3.45","1.63","null","null","null","null","null","null",235568,114849,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"4","Changeup",1,2,2,1,2,1,2,1,"null","null"
"FF","2008-08-14","92.6","-1.12","6.04","Ian Snell",123609,430636,"home_run","hit_into_play_score",,,,,"13","Javier Valentin homers (3) on a fly ball to right field.  ","R","L","R","PIT","CIN","X","null","fly_ball",2,1,2008,"-1.04","1.10","0.03","3.22","null","null","null",0,2,"Top","229.92","89.36",,,"null",,"080814_192945",5.304,-134.78,-3.604,-11.992,31.342,-20.592,"3.29","1.47","null","null","null","null","null","null",235569,430636,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",12,"4","4-Seam Fastball",1,0,0,1,0,1,0,1,"null","null"
"FF","2008-08-14","89.7","-1.46","5.94","James Shields",471865,448306,"home_run","hit_into_play_score",,,,,"11","Carlos Gonzalez homers (4) on a fly ball to left center field.   Mark Ellis scores.  ","R","L","R","OAK","TB","X","null","fly_ball",0,0,2008,"-1.00","1.48","-1.10","3.25",407885,"null","null",0,1,"Bot","83.33","22.09",,,"null",,"080814_124525",3.043,-130.543,-3.691,-10.839,27.714,-16.751,"3.38","1.50","null","null","null","null","null","null",235576,448306,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",5,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"SI","2008-08-13","90.7","-2.44","5.10","Justin Speier",434605,133221,"home_run","hit_into_play_score",,,,,"22","Wladimir Balentien homers (6) on a fly ball to center field.   Raul Ibanez scores.    Jose Lopez scores.  ","R","R","R","LAA","SEA","X","null","fly_ball",1,1,2008,"-1.15","1.63","-0.77","2.29",116380,"null",430946,2,12,"Top","112.45","29.12",,,"null",,"080813_222619",6.754,-131.791,-4.375,-12.648,32.349,-14.844,"3.48","1.45","null","null","null","null","null","null",235560,133221,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",102,"3","Sinker",7,7,7,7,7,7,7,7,"null","null"
"CH","2008-08-13","83.5","0.83","5.56","Francisley Bueno",434567,499107,"home_run","hit_into_play_score",,,,,"6","Geovany Soto homers (18) on a fly ball to center field.   Mark DeRosa scores.  ","R","R","L","ATL","CHC","X","null","fly_ball",2,1,2008,"1.17","1.11","0.54","2.51","null","null",136660,0,9,"Top","109.44","20.08",,,"null",,"080813_161203",-3.634,-121.575,-2.671,14.047,22.157,-22.573,"3.64","1.58","null","null","null","null","null","null",235538,499107,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",77,"4","Changeup",2,8,8,2,8,2,8,2,"null","null"
"CH","2008-08-13","83.4","-1.78","6.39","Clay Condrey",114596,424925,"home_run","hit_into_play_score",,,,,"6","Nomar Garciaparra homers (6) on a line drive to left field.  ","R","R","R","LAD","PHI","X","null","line_drive",2,1,2008,"-0.95","1.10","0.43","2.22","null","null","null",1,9,"Bot","25.10","77.31",,,"null",,"080813_221653",7.082,-121.087,-5.177,-8.673,24.415,-22.853,"3.29","1.54","null","null","null","null","null","null",235559,424925,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",85,"4","Changeup",6,6,6,6,6,6,6,6,"null","null"
"FT","2008-08-13","95.3","-2.58","6.50","J.J. Putz",407893,407816,"home_run","hit_into_play_score",,,,,"4","Mark Teixeira homers (24) on a fly ball to center field.  ","R","L","R","LAA","SEA","X","null","fly_ball",1,0,2008,"-1.20","1.54","-0.47","2.53","null","null","null",0,9,"Bot","102.41","31.12",,,"null",,"080813_214630",8.505,-138.287,-8.283,-14.88,31.287,-14.011,"3.44","1.60","null","null","null","null","null","null",235560,407816,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",80,"2","2-Seam Fastball",6,7,6,7,7,6,6,7,"null","null"
